,Product,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor
1211,ATI Radeon X850 CrossFire Edition,1,2006-09-10,130.0,81.35998107852413,297.0,160.0,520.0,7.0,1.0
1212,ATI Mobility Radeon X1350,1,2006-09-18,80.0,81.35998107852413,100.0,107.0,371.0,8.0,1.0
1213,ATI Mobility Radeon X1350,1,2006-09-18,80.0,81.35998107852413,100.0,107.0,419.0,8.0,1.0
1214,ATI Mobility Radeon X1450,1,2006-09-18,80.0,81.35998107852413,100.0,107.0,550.0,8.0,1.0
1215,NVIDIA GeForce 7800 GS+ 24Pipes AGP,1,2006-09-28,90.0,75.0,196.0,278.0,425.0,7.0,3.0
1216,NVIDIA GeForce 7800 GS+ 20Pipes AGP,1,2006-09-28,90.0,75.0,196.0,278.0,425.0,7.0,3.0
1217,NVIDIA GeForce 7800 GS+ AGP,1,2006-09-28,90.0,75.0,196.0,278.0,375.0,7.0,3.0
1218,NVIDIA GeForce 7900 GTO,1,2006-10-01,90.0,81.0,196.0,278.0,650.0,7.0,3.0
1219,Intel Pentium D 925,0,2006-10-01,65.0,95.0,140.0,376.0,3000.0,2.0,2.0
1220,ATI Radeon X1950 PRO,1,2006-10-01,80.0,66.0,230.0,330.0,575.0,7.0,1.0
1221,NVIDIA GeForce Go 7950 GTX,1,2006-10-12,90.0,45.0,196.0,278.0,575.0,7.0,3.0
1222,ATI Radeon X1650 PRO AGP,1,2006-10-15,80.0,44.0,131.0,330.0,600.0,7.0,1.0
1223,ATI Radeon X1950 XTX,1,2006-10-17,90.0,125.0,352.0,384.0,650.0,7.0,1.0
1224,ATI Radeon X1950 XT,1,2006-10-17,90.0,96.0,352.0,384.0,625.0,7.0,1.0
1225,ATI Radeon X1950 XT AGP,1,2006-10-17,90.0,96.0,352.0,384.0,625.0,7.0,1.0
1226,AMD Sempron 3800+,0,2006-10-23,90.0,62.0,103.0,81.0,2200.0,9.0,0.0
1227,ATI Radeon X1950 PRO AGP,1,2006-10-25,80.0,66.0,230.0,330.0,575.0,7.0,1.0
1228,ATI Radeon X300 SE HyperMemory,1,2006-10-25,110.0,30.0,74.0,107.0,325.0,7.0,1.0
1229,ATI Radeon X1650 XT AGP,1,2006-10-30,80.0,55.0,230.0,330.0,540.0,7.0,1.0
1230,ATI Radeon X1650 XT Dual,1,2006-10-30,80.0,81.35998107852413,230.0,330.0,525.0,7.0,1.0
1231,ATI Radeon X1650 XT,1,2006-10-30,80.0,55.0,230.0,330.0,525.0,7.0,1.0
1232,Intel Core 2 Extreme QX6700,0,2006-11-01,65.0,130.0,143.0,582.0,2666.0,2.0,2.0
1233,ATI Radeon X1300 PRO,1,2006-11-01,80.0,31.0,100.0,107.0,600.0,8.0,1.0
1234,AMD Athlon 64 FX-76,0,2006-11-01,90.0,125.0,235.0,227.0,3200.0,9.0,0.0
1235,ATI Radeon X1900 G5 Mac Edition,1,2006-11-06,90.0,75.0,352.0,384.0,575.0,7.0,1.0
1236,NVIDIA GeForce 8800 GTS 640,1,2006-11-08,90.0,143.0,484.0,681.0,513.0,7.0,3.0
1237,NVIDIA GeForce 8800 GTX,1,2006-11-08,90.0,155.0,484.0,681.0,576.0,7.0,3.0
1238,NVIDIA Playstation 3 GPU 90nm,1,2006-11-11,90.0,80.0,258.0,300.0,550.0,6.0,3.0
1239,ATI Wii GPU,1,2006-11-19,90.0,45.0,95.0,107.0,243.0,3.0,1.0
1240,AMD Athlon 64 FX-74,0,2006-11-30,90.0,125.0,235.0,227.0,3000.0,9.0,0.0
1241,AMD Athlon 64 FX-72,0,2006-11-30,90.0,125.0,235.0,227.0,2800.0,9.0,0.0
1242,AMD Athlon 64 FX-70,0,2006-11-30,90.0,125.0,235.0,227.0,2600.0,9.0,0.0
1243,AMD Athlon 64 X2 4200+,0,2006-12-01,65.0,65.0,126.0,154.0,2200.0,9.0,0.0
1244,AMD Athlon 64 X2 4400+,0,2006-12-05,65.0,65.0,126.0,154.0,2300.0,9.0,0.0
1245,AMD Athlon 64 X2 5000+,0,2006-12-05,65.0,65.0,126.0,154.0,2600.0,9.0,0.0
1246,AMD Athlon 64 X2 4000+,0,2006-12-05,65.0,65.0,126.0,154.0,2100.0,9.0,0.0
1247,AMD Athlon 64 X2 4800+,0,2006-12-05,65.0,65.0,126.0,154.0,2500.0,9.0,0.0
1248,AMD Athlon 64 X2 3600+,0,2006-12-05,65.0,65.0,126.0,154.0,1900.0,9.0,0.0
1249,ATI Radeon X1050 AGP,1,2006-12-07,130.0,24.0,76.0,60.0,250.0,7.0,1.0
1250,ATI Radeon X1050,1,2006-12-07,110.0,24.0,74.0,107.0,400.0,7.0,1.0
1251,AMD Athlon 64 X2 5400+,0,2006-12-12,90.0,89.0,220.0,154.0,2800.0,9.0,0.0
1252,AMD Athlon 64 X2 5600+,0,2006-12-12,90.0,89.0,220.0,227.0,2800.0,9.0,0.0
1253,Intel Core 2 Duo T7600G,0,2006-12-27,65.0,35.0,143.0,293.0,2333.0,2.0,2.0
1254,ATI FireMV 2250,1,2007-01-01,80.0,32.0,100.0,107.0,600.0,8.0,1.0
1255,ATI FireMV 2250 PCIe x1,1,2007-01-01,80.0,32.0,100.0,107.0,600.0,8.0,1.0
1256,ATI Radeon HD 2350 PRO,1,2007-01-01,65.0,20.0,85.0,180.0,525.0,7.0,1.0
1257,Intel Pentium D 935,0,2007-01-01,65.0,95.0,140.0,376.0,3200.0,2.0,2.0
1258,ATI Radeon X1550,1,2007-01-01,80.0,27.0,100.0,107.0,550.0,8.0,1.0
1259,ATI Radeon X1600,1,2007-01-01,80.0,27.0,100.0,107.0,635.0,8.0,1.0
1260,ATI Radeon X1550 AGP,1,2007-01-01,90.0,27.0,100.0,107.0,600.0,7.0,1.0
1261,ATI Radeon X1550 PCI,1,2007-01-01,80.0,27.0,100.0,107.0,452.0,8.0,1.0
1262,ATI Radeon X1550,1,2007-01-01,90.0,27.0,100.0,107.0,500.0,7.0,1.0
1263,ATI Radeon X1550,1,2007-01-01,90.0,27.0,100.0,107.0,600.0,7.0,1.0
1264,ATI Mobility FireGL V5250,1,2007-01-01,90.0,81.35998107852413,150.0,157.0,450.0,7.0,1.0
1265,Intel Core 2 Quad Q6600 (105W),0,2007-01-07,65.0,105.0,143.0,582.0,2400.0,2.0,2.0
1266,NVIDIA GeForce 7600 GT AGP,1,2007-01-08,90.0,40.0,125.0,177.0,560.0,7.0,3.0
1267,ATI Radeon X1950 PRO DUAL,1,2007-01-10,80.0,130.0,230.0,330.0,575.0,7.0,1.0
1268,ATI Mobility Radeon X1900,1,2007-01-11,80.0,81.35998107852413,230.0,384.0,400.0,7.0,1.0
1269,ATI Radeon X1950 XTX Uber Edition,1,2007-01-19,90.0,125.0,352.0,384.0,670.0,7.0,1.0
1270,ATI Radeon X550 XT,1,2007-01-24,110.0,81.35998107852413,156.0,120.0,400.0,7.0,1.0
1271,ATI Radeon X550 XTX,1,2007-01-24,110.0,81.35998107852413,156.0,120.0,400.0,7.0,1.0
1272,ATI Radeon X1950 GT,1,2007-01-29,80.0,57.0,230.0,330.0,500.0,7.0,1.0
1273,ATI Radeon X1650,1,2007-02-01,90.0,81.35998107852413,150.0,157.0,500.0,7.0,1.0
1274,AMD Athlon 64 X2 5000+ EE,0,2007-02-01,90.0,65.0,220.0,154.0,2600.0,9.0,0.0
1275,ATI Radeon X1650 AGP,1,2007-02-01,90.0,81.35998107852413,150.0,157.0,500.0,7.0,1.0
1276,ATI Radeon X1950 GT AGP,1,2007-02-10,80.0,57.0,230.0,330.0,500.0,7.0,1.0
1277,NVIDIA GeForce 8800 GTS 320,1,2007-02-12,90.0,143.0,484.0,681.0,513.0,7.0,3.0
1278,AMD Athlon 64 X2 6000+,0,2007-02-20,90.0,125.0,220.0,227.0,3000.0,9.0,0.0
1279,AMD Athlon 64 3500+,0,2007-02-20,90.0,62.0,230.0,227.0,2200.0,9.0,0.0
1280,AMD Athlon 64 3800+,0,2007-02-20,65.0,45.0,77.0,122.0,2400.0,9.0,0.0
1281,AMD Athlon 64 3500+ EE,0,2007-02-20,90.0,35.0,183.0,154.0,2200.0,9.0,0.0
1282,AMD Athlon 64 3800+,0,2007-02-20,90.0,62.0,230.0,227.0,2400.0,9.0,0.0
1283,AMD Athlon 64 3200+,0,2007-02-20,65.0,45.0,77.0,122.0,2000.0,9.0,0.0
1284,AMD Athlon 64 3800+ (F3),0,2007-02-20,90.0,59.0,1.0,154.0,2400.0,9.0,0.0
1285,AMD Athlon 64 4000+,0,2007-02-20,90.0,62.0,230.0,227.0,2600.0,9.0,0.0
1286,AMD Athlon 64 3500+ (F3),0,2007-02-20,90.0,59.0,1.0,154.0,2200.0,9.0,0.0
1287,AMD Athlon 64 3500+,0,2007-02-20,65.0,45.0,77.0,122.0,2200.0,9.0,0.0
1288,AMD Athlon 64 4000+ (F3),0,2007-02-20,90.0,59.0,1.0,154.0,2600.0,9.0,0.0
1289,ATI Radeon Xpress 1250 Mobile IGP,1,2007-02-28,90.0,81.35998107852413,73.0,120.0,500.0,9.0,1.0
1290,ATI Radeon Xpress 1270 Mobile IGP,1,2007-02-28,80.0,81.35998107852413,73.0,120.0,400.0,9.0,1.0
1291,ATI Radeon Xpress 1250 IGP,1,2007-02-28,80.0,81.35998107852413,73.0,120.0,400.0,9.0,1.0
1292,ATI Radeon Xpress 1250 Mobile IGP,1,2007-02-28,80.0,81.35998107852413,73.0,120.0,400.0,9.0,1.0
1293,ATI Radeon Xpress 1200 Mobile IGP,1,2007-02-28,90.0,81.35998107852413,73.0,120.0,500.0,9.0,1.0
1294,ATI Radeon Xpress 1200 IGP,1,2007-02-28,80.0,81.35998107852413,73.0,120.0,400.0,9.0,1.0
1295,ATI Radeon Xpress 1200 IGP,1,2007-02-28,80.0,81.35998107852413,73.0,120.0,400.0,9.0,1.0
1296,ATI Radeon Xpress 1200 Mobile IGP,1,2007-02-28,80.0,81.35998107852413,73.0,120.0,400.0,9.0,1.0
1297,ATI Radeon Xpress 1270 Mobile IGP,1,2007-02-28,80.0,81.35998107852413,73.0,120.0,400.0,9.0,1.0
1298,ATI Mobility Radeon X2300 HD,1,2007-03-01,80.0,81.35998107852413,100.0,107.0,479.0,7.0,1.0
1299,ATI Mobility Radeon X2300,1,2007-03-01,80.0,81.35998107852413,100.0,107.0,479.0,8.0,1.0
1300,ATI Mobility Radeon X2300,1,2007-03-01,80.0,81.35998107852413,100.0,107.0,479.0,8.0,1.0
1301,NVIDIA Quadro FX 3500M,1,2007-03-01,90.0,45.0,196.0,278.0,575.0,7.0,3.0
1302,ATI Mobility Radeon HD 2300,1,2007-03-01,80.0,81.35998107852413,100.0,107.0,480.0,7.0,1.0
1303,NVIDIA Quadro FX 5600,1,2007-03-05,90.0,171.0,484.0,681.0,600.0,7.0,3.0
1304,NVIDIA Quadro FX 4600 SDI,1,2007-03-05,90.0,154.0,484.0,681.0,500.0,7.0,3.0
1305,NVIDIA Quadro FX 4600,1,2007-03-05,90.0,134.0,484.0,681.0,500.0,7.0,3.0
1306,NVIDIA Quadro FX 5600 Mac Edition,1,2007-03-05,90.0,171.0,484.0,681.0,600.0,7.0,3.0
1307,Intel Core 2 Duo E6420,0,2007-04-01,65.0,65.0,111.0,167.0,2133.0,2.0,2.0
1308,Intel Core 2 Duo E6320,0,2007-04-01,65.0,65.0,143.0,291.0,1860.0,2.0,2.0
1309,NVIDIA GeForce 7950 GT AGP,1,2007-04-02,90.0,65.0,196.0,278.0,500.0,7.0,3.0
1310,Intel Core 2 Extreme QX6800,0,2007-04-09,65.0,130.0,143.0,582.0,2933.0,2.0,2.0
1311,NVIDIA GeForce 8400 GS PCI Rev. 2,1,2007-04-17,40.0,40.0,57.0,260.0,520.0,7.0,3.0
1312,NVIDIA GeForce 9400,1,2007-04-17,65.0,40.0,144.0,314.0,450.0,9.0,3.0
1313,NVIDIA GeForce 8600 GT Mac Edition,1,2007-04-17,80.0,47.0,169.0,289.0,600.0,7.0,3.0
1314,NVIDIA GeForce 9100,1,2007-04-17,80.0,40.0,127.0,210.0,500.0,9.0,3.0
1315,NVIDIA GeForce 8300,1,2007-04-17,80.0,40.0,127.0,210.0,500.0,9.0,3.0
1316,NVIDIA GeForce 9400,1,2007-04-17,80.0,40.0,127.0,210.0,580.0,9.0,3.0
1317,NVIDIA GeForce 8500 GT,1,2007-04-17,80.0,30.0,127.0,210.0,459.0,7.0,3.0
1318,NVIDIA GeForce 8100 + nForce 720a,1,2007-04-17,80.0,40.0,127.0,210.0,500.0,9.0,3.0
1319,NVIDIA GeForce 9200,1,2007-04-17,65.0,40.0,144.0,314.0,450.0,9.0,3.0
1320,NVIDIA GeForce 8600 GS,1,2007-04-17,80.0,47.0,169.0,289.0,540.0,7.0,3.0
1321,NVIDIA GeForce 9300 + nForce 730i,1,2007-04-17,65.0,40.0,144.0,314.0,450.0,9.0,3.0
1322,NVIDIA GeForce 8200,1,2007-04-17,80.0,40.0,127.0,210.0,500.0,9.0,3.0
1323,NVIDIA GeForce 8300 GS,1,2007-04-17,80.0,40.0,127.0,210.0,459.0,7.0,3.0
1324,NVIDIA GeForce 9400,1,2007-04-17,65.0,40.0,144.0,314.0,450.0,9.0,3.0
1325,NVIDIA GeForce 9200,1,2007-04-17,80.0,40.0,127.0,210.0,500.0,9.0,3.0
1326,NVIDIA GeForce 8600 GTS,1,2007-04-17,80.0,60.0,169.0,289.0,675.0,7.0,3.0
1327,NVIDIA GeForce 8600 GT,1,2007-04-17,80.0,47.0,169.0,289.0,540.0,7.0,3.0
1328,NVIDIA GeForce 8400 GS,1,2007-04-17,80.0,40.0,127.0,210.0,459.0,7.0,3.0
1329,Intel Core 2 Quad Q6700,0,2007-04-20,65.0,95.0,143.0,582.0,2666.0,2.0,2.0
1330,Intel Core 2 Duo U7500,0,2007-04-27,65.0,10.0,111.0,293.0,1073.0,2.0,2.0
1331,Intel Core 2 Duo U7600,0,2007-04-27,65.0,10.0,111.0,293.0,1200.0,2.0,2.0
1332,Intel Core 2 Duo U7600,0,2007-04-27,65.0,10.0,111.0,293.0,1200.0,2.0,2.0
1333,NVIDIA GeForce 8600M GT,1,2007-05-01,80.0,20.0,169.0,289.0,475.0,7.0,3.0
1334,NVIDIA GeForce 8600M GS,1,2007-05-01,80.0,20.0,127.0,210.0,450.0,7.0,3.0
1335,ATI Radeon X1650 GT,1,2007-05-01,80.0,81.35998107852413,230.0,330.0,400.0,7.0,1.0
1336,NVIDIA Tesla D870,1,2007-05-02,90.0,520.0,484.0,681.0,600.0,7.0,3.0
1337,NVIDIA GeForce 8800 Ultra,1,2007-05-02,90.0,171.0,484.0,681.0,612.0,7.0,3.0
1338,NVIDIA Tesla C870,1,2007-05-02,90.0,171.0,484.0,681.0,600.0,7.0,3.0
1339,NVIDIA Tesla S870,1,2007-05-02,90.0,800.0,484.0,681.0,600.0,7.0,3.0
1340,Intel GMA 3150,1,2007-05-09,45.0,13.0,66.0,123.0,400.0,2.0,2.0
1341,Intel GMA 3100,1,2007-05-09,90.0,13.0,66.0,123.0,400.0,2.0,2.0
1342,NVIDIA GeForce 8400M G,1,2007-05-09,80.0,10.0,127.0,210.0,400.0,7.0,3.0
1343,NVIDIA Quadro NVS 130M,1,2007-05-09,80.0,10.0,127.0,210.0,400.0,7.0,3.0
1344,NVIDIA GeForce 8400M GT,1,2007-05-09,80.0,14.0,127.0,210.0,450.0,7.0,3.0
1345,Intel GMA 3100,1,2007-05-09,90.0,13.0,127.0,210.0,400.0,2.0,2.0
1346,Intel GMA X3100,1,2007-05-09,90.0,13.0,127.0,210.0,500.0,2.0,2.0
1347,Intel GMA 3100,1,2007-05-09,90.0,13.0,127.0,210.0,400.0,2.0,2.0
1348,NVIDIA Quadro FX 360M,1,2007-05-09,80.0,17.0,127.0,210.0,400.0,7.0,3.0
1349,NVIDIA GeForce 8400M GS,1,2007-05-09,80.0,11.0,127.0,210.0,400.0,7.0,3.0
1350,Intel GMA 3150,1,2007-05-09,45.0,13.0,66.0,123.0,400.0,2.0,2.0
1351,NVIDIA Quadro NVS 135M,1,2007-05-09,80.0,10.0,127.0,210.0,400.0,7.0,3.0
1352,Intel GMA X3100,1,2007-05-09,90.0,13.0,127.0,210.0,500.0,2.0,2.0
1353,NVIDIA Quadro NVS 140M,1,2007-05-09,80.0,10.0,127.0,210.0,400.0,7.0,3.0
1354,ATI Mobility Radeon HD 2600,1,2007-05-14,65.0,81.35998107852413,153.0,390.0,500.0,7.0,1.0
1355,ATI Mobility Radeon HD 2600 XT,1,2007-05-14,65.0,81.35998107852413,153.0,390.0,680.0,7.0,1.0
1356,ATI Radeon HD 2900 XT,1,2007-05-14,80.0,215.0,420.0,720.0,743.0,7.0,1.0
1357,ATI FireGL V8650,1,2007-05-14,80.0,81.35998107852413,420.0,720.0,688.0,7.0,1.0
1358,ATI Mobility FireGL V5600,1,2007-05-14,65.0,81.35998107852413,153.0,390.0,500.0,7.0,1.0
1359,ATI FireGL V8600,1,2007-05-14,80.0,159.0,420.0,720.0,688.0,7.0,1.0
1360,ATI Mobility Radeon HD 2400 XT,1,2007-05-14,65.0,81.35998107852413,82.0,180.0,600.0,7.0,1.0
1361,ATI Mobility Radeon HD 2400,1,2007-05-14,65.0,81.35998107852413,85.0,180.0,450.0,7.0,1.0
1362,Intel Core 2 Duo T7500,0,2007-05-27,65.0,35.0,143.0,293.0,2200.0,2.0,2.0
1363,Intel Core 2 Duo T7100,0,2007-05-27,65.0,35.0,111.0,293.0,1800.0,2.0,2.0
1364,Intel Core 2 Duo T7700,0,2007-05-27,65.0,35.0,143.0,293.0,2400.0,2.0,2.0
1365,Intel A110,0,2007-06-01,90.0,3.0,66.0,176.0,800.0,2.0,2.0
1366,NVIDIA Quadro FX 1600M,1,2007-06-01,80.0,50.0,169.0,289.0,625.0,7.0,3.0
1367,ATI Mobility Radeon X2500,1,2007-06-01,90.0,81.35998107852413,150.0,157.0,460.0,7.0,1.0
1368,NVIDIA Quadro FX 570M,1,2007-06-01,80.0,45.0,169.0,289.0,475.0,7.0,3.0
1369,Intel A100,0,2007-06-01,90.0,3.0,66.0,176.0,600.0,2.0,2.0
1370,NVIDIA GeForce 8700M GT,1,2007-06-01,80.0,29.0,169.0,289.0,625.0,7.0,3.0
1371,Intel Pentium Dual-Core E2140,0,2007-06-03,65.0,65.0,77.0,105.0,1600.0,2.0,2.0
1372,Intel Pentium Dual-Core E2160,0,2007-06-03,65.0,65.0,77.0,105.0,1800.0,2.0,2.0
1373,Intel Celeron 420,0,2007-06-03,65.0,35.0,77.0,105.0,1600.0,2.0,2.0
1374,Intel Celeron 430,0,2007-06-03,65.0,35.0,77.0,105.0,1800.0,2.0,2.0
1375,Intel Celeron 440,0,2007-06-03,65.0,35.0,77.0,105.0,2000.0,2.0,2.0
1376,NVIDIA Quadro NVS 320M,1,2007-06-09,80.0,20.0,169.0,289.0,575.0,7.0,3.0
1377,ATI Radeon HD 2600 XT AGP,1,2007-06-28,65.0,45.0,153.0,390.0,800.0,7.0,1.0
1378,ATI Radeon HD 2600 PRO AGP,1,2007-06-28,65.0,35.0,153.0,390.0,594.0,7.0,1.0
1379,ATI FireGL V3600,1,2007-06-28,65.0,73.0,153.0,390.0,600.0,7.0,1.0
1380,ATI Radeon HD 2400 XT,1,2007-06-28,65.0,25.0,85.0,180.0,650.0,7.0,1.0
1381,ATI FireGL V5600,1,2007-06-28,65.0,89.0,153.0,390.0,800.0,7.0,1.0
1382,ATI Radeon HD 2400 PRO PCI,1,2007-06-28,65.0,20.0,85.0,180.0,525.0,7.0,1.0
1383,ATI Radeon HD 2400 PRO AGP,1,2007-06-28,65.0,20.0,85.0,180.0,525.0,7.0,1.0
1384,ATI Radeon HD 2600 XT,1,2007-06-28,65.0,45.0,153.0,390.0,800.0,7.0,1.0
1385,ATI Radeon HD 2600 XT AGP,1,2007-06-28,55.0,45.0,135.0,378.0,722.0,7.0,1.0
1386,ATI Mobility Radeon HD 2400 XT Mac Edition,1,2007-06-28,65.0,81.35998107852413,82.0,180.0,650.0,7.0,1.0
1387,ATI Radeon HD 2600 XT,1,2007-06-28,65.0,50.0,153.0,390.0,800.0,7.0,1.0
1388,ATI Radeon E2400,1,2007-06-28,65.0,25.0,85.0,180.0,600.0,7.0,1.0
1389,ATI Radeon HD 2600 PRO,1,2007-06-28,65.0,35.0,153.0,390.0,600.0,7.0,1.0
1390,ATI Radeon HD 2400 PRO,1,2007-06-28,65.0,20.0,85.0,180.0,525.0,7.0,1.0
1391,Intel Core 2 Duo E6550,0,2007-07-01,65.0,65.0,143.0,291.0,2333.0,2.0,2.0
1392,Sony Playstation 2 GPU 65nm,1,2007-07-01,65.0,45.0,86.0,54.0,147.0,6.0,4.0
1393,Intel Core 2 Duo E6750,0,2007-07-01,65.0,65.0,143.0,291.0,2667.0,2.0,2.0
1394,Intel Core 2 Duo E6850,0,2007-07-01,65.0,75.0,143.0,291.0,3000.0,2.0,2.0
1395,Intel Core 2 Extreme QX6850,0,2007-07-15,65.0,130.0,143.0,582.0,3000.0,2.0,2.0
1396,Intel Core 2 Duo E4500,0,2007-07-22,65.0,65.0,111.0,167.0,2200.0,2.0,2.0
1397,Intel Core 2 Duo E4400,0,2007-07-22,65.0,65.0,111.0,167.0,2000.0,2.0,2.0
1398,Intel Core 2 Quad Q6600 (95W),0,2007-07-23,65.0,95.0,143.0,582.0,2400.0,2.0,2.0
1399,ATI Mobility Radeon HD 2600 XT Mac Edition,1,2007-07-26,65.0,81.35998107852413,153.0,390.0,600.0,7.0,1.0
1400,ATI Radeon HD 2600 XT X2,1,2007-07-26,65.0,81.35998107852413,153.0,390.0,800.0,7.0,1.0
1401,AMD Sempron LE-1200,0,2007-08-01,65.0,45.0,153.0,390.0,2100.0,9.0,0.0
1402,AMD Sempron LE-1100,0,2007-08-01,65.0,45.0,153.0,390.0,1900.0,9.0,0.0
1403,Intel Core 2 Extreme X7900,0,2007-08-01,65.0,44.0,143.0,390.0,2800.0,2.0,2.0
1404,Intel GMA X3500,1,2007-08-01,90.0,13.0,143.0,390.0,667.0,2.0,2.0
1405,AMD Sempron LE-1150,0,2007-08-01,65.0,45.0,143.0,390.0,2000.0,9.0,0.0
1406,AMD Athlon 64 X2 6400+ BE,0,2007-08-20,90.0,125.0,230.0,227.0,3200.0,9.0,0.0
1407,AMD Athlon 64 X2 6000+,0,2007-08-20,65.0,89.0,126.0,154.0,3100.0,9.0,0.0
1408,Intel Pentium Dual-Core E2180,0,2007-08-26,65.0,65.0,77.0,105.0,2000.0,2.0,2.0
1409,Sony Playstation Portable GPU 65nm,1,2007-08-30,65.0,4.0,77.0,105.0,133.0,6.0,4.0
1410,Intel Core 2 Solo ULV U2100,0,2007-09-01,65.0,5.0,143.0,291.0,1067.0,2.0,2.0
1411,Intel Core 2 Solo ULV U2200,0,2007-09-01,65.0,5.0,143.0,291.0,1200.0,2.0,2.0
1412,NVIDIA Quadro FX 1700,1,2007-09-12,80.0,42.0,169.0,289.0,460.0,7.0,3.0
1413,NVIDIA Quadro FX 370,1,2007-09-12,80.0,35.0,169.0,289.0,360.0,7.0,3.0
1414,NVIDIA Quadro FX 470,1,2007-09-12,65.0,38.0,144.0,314.0,580.0,9.0,3.0
1415,NVIDIA Quadro FX 570,1,2007-09-12,80.0,38.0,169.0,289.0,460.0,7.0,3.0
1416,NVIDIA GeForce 8600 GTS Mac Edition,1,2007-09-21,80.0,75.0,169.0,289.0,675.0,7.0,3.0
1417,AMD Athlon 64 X2 5000+ BE,0,2007-09-25,65.0,65.0,126.0,154.0,2600.0,9.0,0.0
1418,Intel Core 2 Duo T7250,0,2007-09-27,65.0,35.0,111.0,293.0,2000.0,2.0,2.0
1419,Intel Core 2 Duo T7800,0,2007-09-27,65.0,35.0,143.0,293.0,2600.0,2.0,2.0
1420,ATI Radeon X1600 XT,1,2007-10-01,90.0,42.0,150.0,157.0,590.0,7.0,1.0
1421,ATI Radeon X1600 PRO,1,2007-10-01,90.0,41.0,150.0,157.0,500.0,7.0,1.0
1422,ATI Radeon X1600 PRO AGP,1,2007-10-01,90.0,41.0,150.0,157.0,500.0,7.0,1.0
1423,NVIDIA GeForce 7050 + nForce 630i,1,2007-10-04,90.0,81.35998107852413,81.0,112.0,500.0,9.0,3.0
1424,NVIDIA GeForce 7050 + nForce 620i,1,2007-10-04,90.0,81.35998107852413,81.0,112.0,500.0,9.0,3.0
1425,NVIDIA Quadro NVS 290,1,2007-10-04,80.0,21.0,127.0,210.0,459.0,7.0,3.0
1426,NVIDIA GeForce 7100 + nForce 630i,1,2007-10-04,90.0,81.35998107852413,81.0,112.0,600.0,9.0,3.0
1427,NVIDIA GeForce 8600M GT Mac Edition,1,2007-10-05,80.0,20.0,169.0,289.0,470.0,7.0,3.0
1428,AMD Athlon 64 LE-1620,0,2007-10-08,90.0,45.0,230.0,227.0,2400.0,9.0,0.0
1429,AMD Athlon 64 LE-1620,0,2007-10-08,90.0,45.0,3.0,154.0,2400.0,9.0,0.0
1430,AMD Athlon X2 BE-2400,0,2007-10-08,65.0,45.0,126.0,154.0,2300.0,9.0,0.0
1431,AMD Sempron LE-1300,0,2007-10-08,65.0,45.0,126.0,154.0,2300.0,9.0,0.0
1432,AMD Athlon X2 BE-2350,0,2007-10-08,65.0,45.0,126.0,154.0,2100.0,9.0,0.0
1433,AMD Athlon X2 BE-2300,0,2007-10-08,65.0,45.0,126.0,154.0,1900.0,9.0,0.0
1434,AMD Sempron LE-1250,0,2007-10-08,65.0,45.0,126.0,154.0,2200.0,9.0,0.0
1435,AMD Athlon 64 LE-1600,0,2007-10-08,90.0,45.0,230.0,227.0,2200.0,9.0,0.0
1436,AMD Athlon 64 LE-1600,0,2007-10-08,90.0,45.0,3.0,154.0,2200.0,9.0,0.0
1437,AMD Athlon 64 X2 5200+,0,2007-10-08,65.0,65.0,126.0,154.0,2700.0,9.0,0.0
1438,AMD Athlon 64 LE-1640,0,2007-10-08,90.0,45.0,230.0,227.0,2600.0,9.0,0.0
1439,ATI Radeon Xpress 1100 IGP,1,2007-10-17,130.0,81.35998107852413,73.0,227.0,300.0,9.0,1.0
1440,ATI Radeon Xpress 1150 IGP,1,2007-10-17,110.0,81.35998107852413,73.0,227.0,400.0,9.0,1.0
1441,ATI ES1000,1,2007-10-18,180.0,81.35998107852413,80.0,8.0,200.0,9.0,1.0
1442,Intel Celeron 220,0,2007-10-21,65.0,19.0,77.0,105.0,1200.0,2.0,2.0
1443,Intel Core 2 Duo E4600,0,2007-10-21,65.0,65.0,111.0,167.0,2400.0,2.0,2.0
1444,ATI Xbox 360 GPU 80nm,1,2007-10-27,80.0,175.0,181.0,232.0,500.0,7.0,1.0
1445,NVIDIA GeForce 8800 GT,1,2007-10-29,65.0,125.0,324.0,754.0,600.0,7.0,3.0
1446,NVIDIA GeForce 8800M GTX,1,2007-11-01,65.0,65.0,324.0,754.0,500.0,7.0,3.0
1447,NVIDIA GeForce 8800M GTS,1,2007-11-01,65.0,50.0,324.0,754.0,500.0,7.0,3.0
1448,ATI Radeon X1700 FSC,1,2007-11-05,80.0,44.0,131.0,330.0,587.0,7.0,1.0
1449,ATI FireGL V7600,1,2007-11-06,80.0,127.0,420.0,720.0,600.0,7.0,1.0
1450,ATI Radeon HD 2900 GT,1,2007-11-06,80.0,150.0,420.0,720.0,601.0,7.0,1.0
1451,ATI Mobility Radeon X1600 Mac Edition,1,2007-11-08,90.0,81.35998107852413,150.0,157.0,398.0,7.0,1.0
1452,AMD FireStream 9170,1,2007-11-08,55.0,105.0,192.0,666.0,800.0,7.0,0.0
1453,ATI Radeon X800 GT AGP,1,2007-11-08,130.0,40.0,281.0,160.0,473.0,7.0,1.0
