,Product,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor
2891,AMD FX-4320,0,2012-10-23,32.0,95.0,315.0,1200.0,4000.0,9.0,0.0
2892,NVIDIA NVS 510,1,2012-10-23,28.0,35.0,118.0,1270.0,797.0,7.0,3.0
2893,AMD FX-6120,0,2012-10-23,32.0,95.0,315.0,1200.0,3600.0,9.0,0.0
2894,ATI Radeon HD 5490,1,2012-10-28,40.0,19.0,59.0,292.0,650.0,7.0,1.0
2895,Intel Core i5-3365M,0,2012-11-01,22.0,35.0,160.0,292.0,2800.0,2.0,2.0
2896,Intel Core i5-3335S,0,2012-11-01,22.0,65.0,160.0,1480.0,2700.0,2.0,2.0
2897,Intel Core i7-3970X,0,2012-11-01,32.0,150.0,435.0,2270.0,3500.0,2.0,2.0
2898,Intel Core i7-3525M,0,2012-11-01,22.0,35.0,160.0,1480.0,2900.0,2.0,2.0
2899,AMD Opteron 6386 SE,0,2012-11-05,32.0,140.0,315.0,2400.0,2800.0,9.0,0.0
2900,AMD Opteron 6348,0,2012-11-05,32.0,115.0,315.0,2400.0,2800.0,9.0,0.0
2901,AMD Opteron 6378,0,2012-11-05,32.0,115.0,315.0,2400.0,2400.0,9.0,0.0
2902,AMD Opteron 6380,0,2012-11-05,32.0,115.0,315.0,2400.0,2500.0,9.0,0.0
2903,AMD Opteron 6376,0,2012-11-05,32.0,115.0,315.0,2400.0,2300.0,9.0,0.0
2904,AMD Opteron 6366 HE,0,2012-11-05,32.0,85.0,315.0,2400.0,1800.0,9.0,0.0
2905,NVIDIA Tesla K20c,1,2012-11-12,28.0,225.0,561.0,7080.0,706.0,7.0,3.0
2906,Intel Xeon Phi 7110P,0,2012-11-12,22.0,300.0,350.0,5000.0,1250.0,2.0,2.0
2907,AMD FirePro S10000 Passive,1,2012-11-12,28.0,375.0,352.0,4313.0,825.0,7.0,0.0
2908,Intel Xeon Phi SE10X,1,2012-11-12,22.0,300.0,350.0,5000.0,1100.0,2.0,2.0
2909,Intel Xeon Phi 7110X,0,2012-11-12,22.0,300.0,350.0,5000.0,1250.0,2.0,2.0
2910,Intel Xeon Phi SE10P,0,2012-11-12,22.0,300.0,350.0,5000.0,1100.0,2.0,2.0
2911,Intel Xeon Phi 5110P,0,2012-11-12,22.0,225.0,350.0,5000.0,1053.0,2.0,2.0
2912,AMD FirePro S10000,1,2012-11-12,28.0,375.0,352.0,4313.0,825.0,7.0,0.0
2913,Intel Xeon Phi SE10X,0,2012-11-12,22.0,300.0,350.0,5000.0,1100.0,2.0,2.0
2914,Intel Xeon Phi 3120A,1,2012-11-12,22.0,300.0,350.0,5000.0,1100.0,2.0,2.0
2915,Intel Xeon Phi 3110X,0,2012-11-12,22.0,300.0,350.0,5000.0,1053.0,2.0,2.0
2916,NVIDIA Tesla K20X,1,2012-11-12,28.0,235.0,561.0,7080.0,732.0,7.0,3.0
2917,NVIDIA Tesla K20Xm,1,2012-11-12,28.0,235.0,561.0,7080.0,732.0,7.0,3.0
2918,Intel Xeon Phi 5110P,1,2012-11-12,22.0,225.0,350.0,5000.0,1053.0,2.0,2.0
2919,AMD Wii U GPU,1,2012-11-18,40.0,33.0,146.0,880.0,550.0,4.0,0.0
2920,AMD Radeon HD 7870 XT,1,2012-11-19,28.0,185.0,352.0,4313.0,925.0,7.0,0.0
2921,ATI Mobility Radeon HD 5570,1,2012-11-23,40.0,20.0,104.0,627.0,550.0,7.0,1.0
2922,Intel Celeron G1620,0,2012-12-03,22.0,55.0,94.0,627.0,2700.0,2.0,2.0
2923,Intel Celeron G1610,0,2012-12-03,22.0,55.0,94.0,627.0,2600.0,2.0,2.0
2924,Intel Celeron G1610T,0,2012-12-03,22.0,35.0,94.0,627.0,2300.0,2.0,2.0
2925,AMD Opteron 3350 HE,0,2012-12-04,32.0,45.0,315.0,1200.0,2800.0,9.0,0.0
2926,AMD Opteron 4340,0,2012-12-04,32.0,95.0,315.0,1200.0,3500.0,9.0,0.0
2927,AMD Opteron 4332 HE,0,2012-12-04,32.0,65.0,315.0,1200.0,3000.0,9.0,0.0
2928,AMD Opteron 43GK HE,0,2012-12-04,32.0,65.0,315.0,1200.0,2600.0,9.0,0.0
2929,AMD Opteron 4376 HE,0,2012-12-04,32.0,65.0,315.0,1200.0,2600.0,9.0,0.0
2930,AMD Opteron 4386,0,2012-12-04,32.0,95.0,315.0,1200.0,3100.0,9.0,0.0
2931,AMD Opteron 3320 EE,0,2012-12-04,32.0,25.0,315.0,1200.0,1900.0,9.0,0.0
2932,AMD Opteron 4334,0,2012-12-04,32.0,95.0,315.0,1200.0,3100.0,9.0,0.0
2933,AMD Opteron 3380,0,2012-12-04,32.0,65.0,315.0,1200.0,2600.0,9.0,0.0
2934,AMD Opteron 4310 EE,0,2012-12-04,32.0,35.0,315.0,1200.0,2200.0,9.0,0.0
2935,AMD Opteron 43CX EE,0,2012-12-04,32.0,35.0,315.0,1200.0,2200.0,9.0,0.0
2936,Intel Atom S1220,0,2012-12-11,32.0,8.0,315.0,1200.0,1600.0,2.0,2.0
2937,Intel Atom S1260,0,2012-12-11,32.0,9.0,315.0,1200.0,2000.0,2.0,2.0
2938,Intel Atom S1240,0,2012-12-11,32.0,6.0,315.0,1200.0,1600.0,2.0,2.0
2939,NVIDIA Tesla K20m,1,2013-01-05,28.0,225.0,561.0,7080.0,706.0,7.0,3.0
2940,NVIDIA GeForce 505 OEM,1,2013-01-06,40.0,25.0,57.0,260.0,589.0,7.0,3.0
2941,AMD E2-2000,0,2013-01-06,40.0,18.0,75.0,260.0,1750.0,9.0,0.0
2942,AMD E1-1500,0,2013-01-06,40.0,18.0,75.0,260.0,1480.0,9.0,0.0
2943,AMD Radeon HD 8860 OEM,1,2013-01-08,28.0,175.0,212.0,2800.0,925.0,7.0,0.0
2944,AMD Radeon HD 8670 OEM,1,2013-01-08,28.0,75.0,77.0,950.0,1000.0,7.0,0.0
2945,NVIDIA GeForce 710M,1,2013-01-09,28.0,15.0,116.0,585.0,775.0,7.0,3.0
2946,NVIDIA GeForce GT 750M,1,2013-01-09,28.0,50.0,118.0,1270.0,941.0,7.0,3.0
2947,NVIDIA GeForce GT 710M,1,2013-01-09,28.0,15.0,116.0,585.0,775.0,7.0,3.0
2948,AMD Radeon HD 6870 1600SP Edition,1,2013-01-14,40.0,175.0,334.0,2154.0,850.0,7.0,0.0
2949,NVIDIA GeForce GT 730M,1,2013-01-20,28.0,33.0,118.0,1270.0,725.0,7.0,3.0
2950,NVIDIA Quadro K5000 SYNC,1,2013-01-25,28.0,122.0,294.0,3540.0,706.0,7.0,3.0
2951,AMD FX-4130,0,2013-01-30,32.0,125.0,315.0,1200.0,3800.0,9.0,0.0
2952,AMD Radeon HD 7510 OEM,1,2013-02-01,40.0,39.0,118.0,716.0,650.0,7.0,0.0
2953,AMD Radeon HD 8750A,1,2013-02-02,28.0,45.0,77.0,950.0,600.0,7.0,0.0
2954,AMD Radeon HD 8670A,1,2013-02-02,28.0,45.0,77.0,950.0,600.0,7.0,0.0
2955,AMD Radeon HD 8670A,1,2013-02-02,28.0,45.0,56.0,690.0,600.0,7.0,0.0
2956,NVIDIA GeForce GT 640M Mac Edition,1,2013-02-03,28.0,32.0,118.0,1270.0,745.0,7.0,3.0
2957,AMD Athlon II X2 280,0,2013-02-06,45.0,65.0,117.0,410.0,3600.0,9.0,0.0
2958,NVIDIA GeForce 505 OEM,1,2013-02-17,40.0,25.0,100.0,486.0,615.0,7.0,3.0
2959,NVIDIA Tesla K20s,1,2013-02-18,28.0,225.0,561.0,7080.0,575.0,7.0,3.0
2960,NVIDIA GeForce GT 625 OEM,1,2013-02-18,40.0,29.0,79.0,292.0,874.0,7.0,3.0
2961,NVIDIA GeForce GTX TITAN,1,2013-02-19,28.0,250.0,561.0,7080.0,836.0,7.0,3.0
2962,NVIDIA Tegra 4i GPU,1,2013-02-19,28.0,20.0,85.0,11.0,660.0,7.0,3.0
2963,AMD FirePro W5000 DVI,1,2013-02-25,28.0,75.0,212.0,2800.0,825.0,7.0,0.0
2964,AMD FirePro R5000,1,2013-02-25,28.0,150.0,212.0,2800.0,825.0,7.0,0.0
2965,AMD Radeon HD 8750M,1,2013-02-26,28.0,81.35998107852413,77.0,950.0,620.0,7.0,0.0
2966,NVIDIA Quadro K2000D,1,2013-03-01,28.0,51.0,118.0,1270.0,954.0,7.0,3.0
2967,NVIDIA Quadro K2000,1,2013-03-01,28.0,51.0,118.0,1270.0,954.0,7.0,3.0
2968,AMD Radeon HD 8570A,1,2013-03-01,28.0,81.35998107852413,56.0,690.0,750.0,7.0,0.0
2969,AMD Radeon HD 8690M,1,2013-03-01,28.0,81.35998107852413,56.0,690.0,775.0,7.0,0.0
2970,AMD Radeon HD 8590M,1,2013-03-01,28.0,81.35998107852413,56.0,690.0,750.0,7.0,0.0
2971,NVIDIA Quadro K4000,1,2013-03-01,28.0,80.0,221.0,2540.0,810.0,7.0,3.0
2972,AMD Radeon R5 M230 Rebrand,1,2013-03-01,28.0,81.35998107852413,56.0,690.0,750.0,7.0,0.0
2973,NVIDIA Quadro K600,1,2013-03-01,28.0,41.0,118.0,1270.0,876.0,7.0,3.0
2974,AMD Radeon HD 8570M,1,2013-03-01,28.0,81.35998107852413,56.0,690.0,750.0,7.0,0.0
2975,AMD Radeon HD 8670M,1,2013-03-01,28.0,81.35998107852413,77.0,950.0,775.0,7.0,0.0
2976,AMD Radeon HD 8670M,1,2013-03-01,28.0,81.35998107852413,56.0,690.0,925.0,7.0,0.0
2977,AMD Radeon HD 7950 Mac Edition,1,2013-03-07,28.0,200.0,352.0,4313.0,800.0,7.0,0.0
2978,NVIDIA NVS 315,1,2013-03-10,40.0,19.0,79.0,292.0,523.0,7.0,3.0
2979,AMD A4-5150M,0,2013-03-12,32.0,35.0,246.0,1178.0,2700.0,9.0,0.0
2980,AMD Radeon HD 8350G IGP,1,2013-03-12,32.0,35.0,246.0,1303.0,514.0,7.0,0.0
2981,AMD Radeon HD 8670D IGP,1,2013-03-12,32.0,100.0,246.0,1303.0,844.0,7.0,0.0
2982,AMD Radeon HD 7720 OEM,1,2013-03-15,40.0,150.0,255.0,1700.0,840.0,7.0,0.0
2983,NVIDIA GRID K1,1,2013-03-18,28.0,130.0,118.0,1270.0,850.0,7.0,3.0
2984,AMD Radeon HD 6610,1,2013-03-20,40.0,39.0,104.0,627.0,650.0,7.0,0.0
2985,AMD Radeon HD 7570 OEM,1,2013-03-20,40.0,39.0,104.0,627.0,650.0,7.0,0.0
2986,AMD Radeon HD 7790,1,2013-03-22,28.0,85.0,160.0,2080.0,1000.0,7.0,0.0
2987,NVIDIA GeForce GTX 650 Ti Boost,1,2013-03-26,28.0,134.0,221.0,2540.0,980.0,7.0,3.0
2988,AMD Radeon Sky 700,1,2013-03-27,28.0,225.0,352.0,4313.0,900.0,7.0,0.0
2989,AMD Radeon Sky 900,1,2013-03-27,28.0,300.0,352.0,4313.0,825.0,7.0,0.0
2990,AMD Radeon Sky 500,1,2013-03-27,28.0,150.0,212.0,2800.0,950.0,7.0,0.0
2991,NVIDIA GeForce GTX 650 Ti OEM,1,2013-03-31,28.0,110.0,221.0,2540.0,928.0,7.0,3.0
2992,AMD Radeon HD 8770M,1,2013-04-01,28.0,81.35998107852413,77.0,950.0,775.0,7.0,0.0
2993,AMD Radeon HD 8730M,1,2013-04-01,28.0,81.35998107852413,77.0,950.0,650.0,7.0,0.0
2994,NVIDIA GeForce 710A,1,2013-04-01,28.0,33.0,116.0,585.0,775.0,7.0,3.0
2995,NVIDIA GeForce GTX 660M Mac Edition,1,2013-04-01,28.0,50.0,118.0,1270.0,950.0,7.0,3.0
2996,NVIDIA GeForce 720M,1,2013-04-01,28.0,33.0,116.0,585.0,625.0,7.0,3.0
2997,NVIDIA GeForce GT 740M,1,2013-04-01,28.0,45.0,118.0,1270.0,810.0,7.0,3.0
2998,AMD Radeon HD 8730A,1,2013-04-01,28.0,81.35998107852413,77.0,950.0,650.0,7.0,0.0
2999,AMD Radeon HD 8850M,1,2013-04-01,28.0,81.35998107852413,123.0,1500.0,575.0,7.0,0.0
3000,NVIDIA GeForce GT 720M,1,2013-04-01,28.0,33.0,116.0,585.0,775.0,7.0,3.0
3001,AMD Radeon HD 8790M,1,2013-04-01,28.0,81.35998107852413,77.0,950.0,850.0,7.0,0.0
3002,NVIDIA GeForce GT 735M,1,2013-04-01,28.0,33.0,87.0,1020.0,575.0,7.0,3.0
3003,NVIDIA GeForce GT 745M,1,2013-04-01,28.0,45.0,118.0,1270.0,549.0,7.0,3.0
3004,NVIDIA GeForce GT 745M,1,2013-04-01,28.0,45.0,118.0,1270.0,837.0,7.0,3.0
3005,NVIDIA GeForce GTX 675MX Mac Edition,1,2013-04-01,28.0,100.0,294.0,3540.0,719.0,7.0,3.0
3006,AMD Radeon HD 8830M,1,2013-04-01,28.0,81.35998107852413,123.0,1500.0,575.0,7.0,0.0
3007,AMD Radeon HD 8870M,1,2013-04-01,28.0,81.35998107852413,123.0,1500.0,725.0,7.0,0.0
3008,NVIDIA GeForce GTX 680 Mac Edition,1,2013-04-03,28.0,195.0,294.0,3540.0,1006.0,7.0,3.0
3009,AMD Radeon HD 6770 Green Edition,1,2013-04-19,40.0,86.0,166.0,1040.0,700.0,7.0,0.0
3010,NVIDIA GeForce GTX 645 OEM,1,2013-04-22,28.0,65.0,221.0,2540.0,824.0,7.0,3.0
3011,AMD Radeon HD 8210E,1,2013-04-23,28.0,9.0,110.0,1178.0,300.0,7.0,0.0
3012,AMD Radeon HD 8330E,1,2013-04-23,28.0,15.0,110.0,1178.0,497.0,7.0,0.0
3013,AMD Radeon HD 8400E,1,2013-04-23,28.0,25.0,110.0,1178.0,600.0,7.0,0.0
3014,AMD Radeon HD 8280E,1,2013-04-23,28.0,15.0,110.0,1178.0,450.0,7.0,0.0
3015,AMD Radeon HD 8990 OEM,1,2013-04-24,28.0,375.0,365.0,4313.0,950.0,7.0,0.0
3016,AMD Radeon HD 8510 OEM,1,2013-04-24,40.0,39.0,104.0,627.0,650.0,7.0,0.0
3017,AMD Radeon HD 7990,1,2013-04-24,28.0,375.0,365.0,4313.0,950.0,7.0,0.0
3018,Intel HD Graphics,1,2013-04-29,22.0,45.0,365.0,4313.0,200.0,2.0,2.0
3019,Intel HD Graphics,1,2013-04-29,22.0,45.0,365.0,4313.0,200.0,2.0,2.0
3020,AMD FX-6350,0,2013-04-29,32.0,125.0,315.0,1200.0,3900.0,9.0,0.0
3021,AMD FX-4350,0,2013-04-29,32.0,125.0,315.0,1200.0,4200.0,9.0,0.0
3022,AMD Radeon HD 7730,1,2013-05-01,28.0,47.0,123.0,1500.0,800.0,7.0,0.0
3023,NVIDIA GeForce GTX 780M,1,2013-05-11,28.0,122.0,294.0,3540.0,771.0,7.0,3.0
3024,NVIDIA GRID K2,1,2013-05-11,28.0,225.0,294.0,3540.0,745.0,7.0,3.0
3025,AMD Radeon HD 8950M,1,2013-05-14,28.0,100.0,160.0,2080.0,1075.0,7.0,0.0
3026,AMD Radeon HD 8970M,1,2013-05-14,28.0,100.0,212.0,2800.0,850.0,7.0,0.0
3027,AMD E1-2500,0,2013-05-23,32.0,15.0,246.0,1178.0,1400.0,9.0,0.0
3028,AMD E2-3000,0,2013-05-23,32.0,15.0,246.0,1178.0,1650.0,9.0,0.0
3029,AMD Radeon HD 8550G IGP,1,2013-05-23,32.0,35.0,246.0,1303.0,515.0,7.0,0.0
3030,AMD Radeon HD 8650G IGP,1,2013-05-23,32.0,35.0,246.0,1303.0,533.0,7.0,0.0
3031,AMD A6-1450,0,2013-05-23,32.0,8.0,246.0,1178.0,1000.0,9.0,0.0
3032,AMD Radeon HD 8450G IGP,1,2013-05-23,32.0,35.0,246.0,1303.0,533.0,7.0,0.0
3033,AMD Radeon HD 8510G IGP,1,2013-05-23,32.0,35.0,246.0,1303.0,554.0,7.0,0.0
3034,NVIDIA GeForce GTX 780,1,2013-05-23,28.0,250.0,561.0,7080.0,863.0,7.0,3.0
3035,AMD Radeon HD 8550D IGP,1,2013-05-23,32.0,65.0,246.0,1303.0,720.0,7.0,0.0
3036,AMD A4-1250,0,2013-05-23,32.0,8.0,246.0,1178.0,1000.0,9.0,0.0
3037,AMD A4-5000,0,2013-05-23,32.0,15.0,246.0,1178.0,1500.0,9.0,0.0
3038,AMD A4-1200,0,2013-05-23,32.0,4.0,246.0,1178.0,1000.0,9.0,0.0
3039,AMD A6-5200,0,2013-05-23,32.0,25.0,246.0,1178.0,2000.0,9.0,0.0
3040,AMD Radeon HD 8250 IGP,1,2013-05-23,28.0,8.0,110.0,1178.0,300.0,7.0,0.0
3041,AMD Radeon HD 8410G IGP,1,2013-05-23,32.0,35.0,246.0,1303.0,450.0,7.0,0.0
3042,AMD E1-2100,0,2013-05-23,32.0,9.0,246.0,1178.0,1000.0,9.0,0.0
3043,AMD Radeon HD 8610G IGP,1,2013-05-23,32.0,35.0,246.0,1303.0,533.0,7.0,0.0
3044,Intel Iris Pro Graphics 5200,1,2013-05-27,22.0,30.0,246.0,1303.0,200.0,2.0,2.0
3045,Intel HD Graphics 5000,1,2013-05-27,22.0,30.0,181.0,1300.0,200.0,2.0,2.0
3046,Intel Iris Graphics 5100,1,2013-05-27,22.0,30.0,181.0,1300.0,200.0,2.0,2.0
3047,Intel HD Graphics 4600,1,2013-05-27,22.0,20.0,181.0,1300.0,400.0,2.0,2.0
3048,NVIDIA GeForce GT 630 Rev. 2,1,2013-05-29,28.0,25.0,87.0,1020.0,902.0,7.0,3.0
3049,NVIDIA GeForce GT 630 Rev. 2 PCIe x8,1,2013-05-29,28.0,25.0,87.0,1020.0,902.0,7.0,3.0
3050,AMD Opteron X2150,0,2013-05-29,28.0,22.0,87.0,1020.0,1900.0,9.0,0.0
3051,AMD Opteron X1150,0,2013-05-29,28.0,17.0,87.0,1020.0,2000.0,9.0,0.0
3052,NVIDIA GeForce GT 640 Rev. 2,1,2013-05-29,28.0,49.0,87.0,1020.0,1046.0,7.0,3.0
3053,NVIDIA GeForce GTX 765M,1,2013-05-30,28.0,75.0,221.0,2540.0,797.0,7.0,3.0
3054,NVIDIA GeForce GTX 760M,1,2013-05-30,28.0,55.0,221.0,2540.0,628.0,7.0,3.0
3055,NVIDIA GeForce GTX 770M,1,2013-05-30,28.0,75.0,221.0,2540.0,706.0,7.0,3.0
3056,NVIDIA GeForce GTX 770,1,2013-05-30,28.0,230.0,294.0,3540.0,1046.0,7.0,3.0
3057,AMD A4-4000,0,2013-06-01,32.0,65.0,246.0,1178.0,3000.0,9.0,0.0
3058,AMD A10-5750M,0,2013-06-01,32.0,35.0,246.0,1178.0,2500.0,9.0,0.0
3059,AMD A8-5545M,0,2013-06-01,32.0,25.0,246.0,1178.0,1700.0,9.0,0.0
3060,AMD A6-5345M,0,2013-06-01,32.0,17.0,246.0,1178.0,2200.0,9.0,0.0
3061,AMD A6-5350M,0,2013-06-01,32.0,35.0,246.0,1178.0,2900.0,9.0,0.0
3062,AMD A10-5745M,0,2013-06-01,32.0,25.0,246.0,1178.0,2100.0,9.0,0.0
3063,AMD A6-6400K,0,2013-06-01,32.0,65.0,246.0,1178.0,3900.0,9.0,0.0
3064,AMD A4-6300,0,2013-06-01,32.0,65.0,246.0,1178.0,3700.0,9.0,0.0
3065,AMD A8-6500,0,2013-06-01,32.0,65.0,246.0,1178.0,3500.0,9.0,0.0
3066,AMD A10-6800K,0,2013-06-01,32.0,100.0,246.0,1178.0,4100.0,9.0,0.0
3067,Intel HD Graphics P4600,1,2013-06-01,22.0,84.0,246.0,1178.0,350.0,2.0,2.0
3068,AMD A8-6600K,0,2013-06-01,32.0,100.0,246.0,1178.0,3900.0,9.0,0.0
3069,Intel HD Graphics P4700,1,2013-06-01,22.0,86.0,246.0,1178.0,350.0,2.0,2.0
3070,AMD A8-5550M,0,2013-06-01,32.0,35.0,246.0,1178.0,2100.0,9.0,0.0
3071,AMD A10-6700,0,2013-06-01,32.0,65.0,246.0,1178.0,3700.0,9.0,0.0
3072,AMD A4-5145M,0,2013-06-01,32.0,17.0,246.0,1178.0,2000.0,9.0,0.0
3073,AMD A8-5557M,0,2013-06-01,32.0,35.0,246.0,1178.0,2100.0,9.0,0.0
3074,AMD A6-5357M,0,2013-06-01,32.0,35.0,246.0,1178.0,2900.0,9.0,0.0
3075,AMD A10-5757M,0,2013-06-01,32.0,35.0,246.0,1178.0,2500.0,9.0,0.0
3076,NVIDIA Playstation 3 GPU 28nm,1,2013-06-03,28.0,21.0,68.0,302.0,550.0,6.0,3.0
3077,Intel HD Graphics 4600,1,2013-06-03,22.0,45.0,68.0,302.0,350.0,2.0,2.0
3078,Intel Iris Pro Graphics 5200,1,2013-06-03,22.0,45.0,68.0,302.0,200.0,2.0,2.0
3079,Intel Core i5-4250U,0,2013-06-04,22.0,15.0,118.0,1400.0,1300.0,2.0,2.0
3080,Intel Core i5-4350U,0,2013-06-04,22.0,15.0,118.0,1400.0,1400.0,2.0,2.0
3081,Intel Core i7-4558U,0,2013-06-04,22.0,28.0,118.0,1300.0,2800.0,2.0,2.0
3082,Intel Core i7-4550U,0,2013-06-04,22.0,15.0,118.0,1300.0,1500.0,2.0,2.0
3083,Intel Core i5-4200U,0,2013-06-04,22.0,15.0,118.0,1400.0,1600.0,2.0,2.0
3084,Intel Core i7-4650U,0,2013-06-04,22.0,15.0,118.0,1300.0,1700.0,2.0,2.0
3085,Intel Core i7-4500U,0,2013-06-04,22.0,15.0,118.0,1300.0,1800.0,2.0,2.0
3086,Intel Core i5-4200Y,0,2013-06-04,22.0,12.0,118.0,1400.0,1400.0,2.0,2.0
3087,Intel Core i7-4950HQ,0,2013-06-07,22.0,47.0,264.0,1400.0,2400.0,2.0,2.0
3088,ATI Xbox 360 E GPU,1,2013-06-10,45.0,120.0,168.0,372.0,500.0,7.0,1.0
3089,Intel Xeon Phi 7120P,1,2013-06-17,22.0,300.0,350.0,5000.0,1238.0,2.0,2.0
3090,Intel Xeon Phi 7120X,0,2013-06-17,22.0,300.0,350.0,5000.0,1238.0,2.0,2.0
3091,Intel Xeon Phi 3120P,0,2013-06-17,22.0,300.0,350.0,5000.0,1100.0,2.0,2.0
3092,Intel Xeon Phi 7120X,1,2013-06-17,22.0,300.0,350.0,5000.0,1238.0,2.0,2.0
3093,Intel Xeon Phi 5120D,1,2013-06-17,22.0,245.0,350.0,5000.0,1053.0,2.0,2.0
3094,Intel Xeon Phi 31S1P,0,2013-06-17,22.0,270.0,350.0,5000.0,1100.0,2.0,2.0
3095,Intel Xeon Phi 7120P,0,2013-06-17,22.0,300.0,350.0,5000.0,1238.0,2.0,2.0
3096,Intel Xeon Phi 3120A,0,2013-06-17,22.0,300.0,350.0,5000.0,1100.0,2.0,2.0
3097,Intel Xeon Phi 5120D,0,2013-06-17,22.0,245.0,350.0,5000.0,1053.0,2.0,2.0
3098,NVIDIA GeForce GT 740M,1,2013-06-20,28.0,33.0,87.0,1020.0,980.0,7.0,3.0
3099,NVIDIA GeForce GTX 760,1,2013-06-25,28.0,170.0,294.0,3540.0,980.0,7.0,3.0
3100,NVIDIA GeForce GT 755M,1,2013-06-25,28.0,50.0,118.0,1270.0,980.0,7.0,3.0
3101,NVIDIA GeForce GTX 760 OEM,1,2013-06-27,28.0,130.0,294.0,3540.0,823.0,7.0,3.0
3102,NVIDIA GRID K240Q,1,2013-06-28,28.0,225.0,294.0,3540.0,745.0,7.0,3.0
3103,NVIDIA GRID K180Q,1,2013-06-28,28.0,130.0,118.0,1270.0,850.0,7.0,3.0
3104,NVIDIA GRID K260Q,1,2013-06-28,28.0,225.0,294.0,3540.0,745.0,7.0,3.0
3105,NVIDIA GRID K100,1,2013-06-28,28.0,130.0,118.0,1270.0,850.0,7.0,3.0
3106,NVIDIA GRID K140Q,1,2013-06-28,28.0,130.0,118.0,1270.0,850.0,7.0,3.0
3107,NVIDIA GRID K160Q,1,2013-06-28,28.0,130.0,118.0,1270.0,850.0,7.0,3.0
3108,NVIDIA GRID K200,1,2013-06-28,28.0,225.0,294.0,3540.0,745.0,7.0,3.0
3109,NVIDIA GRID K280Q,1,2013-06-28,28.0,225.0,294.0,3540.0,745.0,7.0,3.0
3110,AMD FX-9590,0,2013-07-06,32.0,220.0,315.0,1200.0,4700.0,9.0,0.0
3111,AMD FX-9370,0,2013-07-06,32.0,220.0,315.0,1200.0,4400.0,9.0,0.0
3112,AMD Radeon HD 8570D IGP,1,2013-07-10,32.0,65.0,246.0,1303.0,800.0,7.0,0.0
3113,NVIDIA Quadro K3100M,1,2013-07-23,28.0,75.0,294.0,3540.0,706.0,7.0,3.0
3114,AMD Radeon HD 8570 OEM Rebrand,1,2013-07-23,40.0,60.0,118.0,716.0,650.0,7.0,0.0
3115,NVIDIA Quadro K510M,1,2013-07-23,28.0,30.0,87.0,1020.0,889.0,7.0,3.0
3116,NVIDIA Quadro K6000,1,2013-07-23,28.0,225.0,561.0,7080.0,797.0,7.0,3.0
3117,NVIDIA Quadro K1100M,1,2013-07-23,28.0,45.0,118.0,1270.0,706.0,7.0,3.0
3118,NVIDIA Quadro K2100M,1,2013-07-23,28.0,55.0,221.0,2540.0,667.0,7.0,3.0
3119,AMD Radeon HD 8490 OEM,1,2013-07-23,40.0,35.0,67.0,370.0,875.0,7.0,0.0
3120,NVIDIA Quadro K5100M,1,2013-07-23,28.0,100.0,294.0,3540.0,771.0,7.0,3.0
3121,NVIDIA GRID K340,1,2013-07-23,28.0,225.0,118.0,1270.0,954.0,7.0,3.0
3122,NVIDIA Quadro K610M,1,2013-07-23,28.0,30.0,87.0,1020.0,980.0,7.0,3.0
3123,AMD Radeon HD 8510 OEM,1,2013-07-23,40.0,60.0,118.0,716.0,650.0,7.0,0.0
3124,NVIDIA GRID K520,1,2013-07-23,28.0,225.0,294.0,3540.0,745.0,7.0,3.0
3125,NVIDIA Quadro K6000 SDI,1,2013-07-23,28.0,239.0,561.0,7080.0,902.0,7.0,3.0
3126,NVIDIA Quadro K4100M,1,2013-07-23,28.0,100.0,294.0,3540.0,706.0,7.0,3.0
3127,Intel Core i7-3910K,0,2013-07-24,32.0,130.0,435.0,2270.0,3000.0,2.0,2.0
3128,NVIDIA GeForce 710M,1,2013-07-24,28.0,15.0,87.0,1020.0,719.0,7.0,3.0
3129,AMD Radeon HD 8470D IGP,1,2013-07-29,32.0,65.0,246.0,1303.0,800.0,7.0,0.0
3130,NVIDIA Tegra 4 GPU,1,2013-08-01,28.0,20.0,85.0,11.0,672.0,7.0,3.0
3131,AMD Radeon HD 8330 Mobile IGP,1,2013-08-13,28.0,15.0,110.0,1178.0,497.0,7.0,0.0
3132,NVIDIA GeForce GTX 760 OEM Rebrand,1,2013-08-25,28.0,130.0,294.0,3540.0,823.0,7.0,3.0
3133,NVIDIA GeForce GTX 760 Ti OEM Rebrand,1,2013-08-25,28.0,170.0,294.0,3540.0,915.0,7.0,3.0
3134,NVIDIA GeForce GT 745A,1,2013-08-26,28.0,33.0,118.0,1270.0,837.0,7.0,3.0
3135,NVIDIA GeForce GT 740A,1,2013-08-26,28.0,33.0,87.0,1020.0,980.0,7.0,3.0
3136,Intel Core i7-4850EQ,0,2013-08-29,22.0,47.0,264.0,1400.0,1600.0,2.0,2.0
3137,Intel Core i7-4860EQ,0,2013-08-29,22.0,47.0,264.0,1400.0,1800.0,2.0,2.0
3138,Intel Xeon E5-2407 v2,0,2013-09-01,22.0,80.0,160.0,1400.0,2400.0,2.0,2.0
3139,Intel Pentium 3560Y,0,2013-09-01,22.0,12.0,118.0,1400.0,1200.0,2.0,2.0
3140,Intel Xeon E5-2403 v2,0,2013-09-01,22.0,80.0,160.0,1400.0,1800.0,2.0,2.0
