,Product,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor
3510,NVIDIA Quadro K1200,GPU,2015-01-28,28.0,45.0,148.0,1870.0,1058.0,TSMC,NVIDIA
3511,AMD Radeon R3E Mobile Graphics,GPU,2015-01-28,28.0,100.0,107.0,930.0,351.0,GF,AMD
3512,AMD Radeon R9 M270X,GPU,2015-02-05,28.0,81.35998107852413,160.0,2080.0,900.0,TSMC,AMD
3513,NVIDIA GeForce GTX 860M OEM,GPU,2015-02-05,28.0,75.0,148.0,1870.0,1020.0,TSMC,NVIDIA
3514,AMD Radeon R9 M280X,GPU,2015-02-05,28.0,81.35998107852413,160.0,2080.0,1000.0,TSMC,AMD
3515,AMD Radeon R9 M280X,GPU,2015-02-05,28.0,81.35998107852413,160.0,2080.0,900.0,TSMC,AMD
3516,NVIDIA GeForce 845M,GPU,2015-02-07,28.0,45.0,148.0,1870.0,863.0,TSMC,NVIDIA
3517,Intel Core i3-5005U,CPU,2015-03-01,14.0,15.0,148.0,1870.0,2000.0,Intel,Intel
3518,NVIDIA Quadro K620M,GPU,2015-03-01,28.0,30.0,148.0,1870.0,1029.0,TSMC,NVIDIA
3519,Intel Core i7-5500U,CPU,2015-03-01,14.0,15.0,148.0,1870.0,2400.0,Intel,Intel
3520,Intel Core i5-5300U,CPU,2015-03-01,14.0,15.0,148.0,1870.0,2300.0,Intel,Intel
3521,Intel Core i7-5650U,CPU,2015-03-01,14.0,15.0,148.0,1870.0,2200.0,Intel,Intel
3522,Intel Core i7-5550U,CPU,2015-03-01,14.0,15.0,148.0,1870.0,2000.0,Intel,Intel
3523,Intel Core i5-5350U,CPU,2015-03-01,14.0,15.0,148.0,1870.0,1800.0,Intel,Intel
3524,Intel Celeron 3205U,CPU,2015-03-01,14.0,15.0,148.0,1870.0,1500.0,Intel,Intel
3525,Intel Core i5-5287U,CPU,2015-03-01,14.0,28.0,148.0,1870.0,2900.0,Intel,Intel
3526,Intel Core i5-5257U,CPU,2015-03-01,14.0,28.0,148.0,1870.0,2700.0,Intel,Intel
3527,Intel Core i3-5010U,CPU,2015-03-01,14.0,15.0,148.0,1870.0,2100.0,Intel,Intel
3528,Intel Core i5-5250U,CPU,2015-03-01,14.0,15.0,148.0,1870.0,1600.0,Intel,Intel
3529,Intel Core i7-5557U,CPU,2015-03-01,14.0,28.0,148.0,1870.0,3100.0,Intel,Intel
3530,Intel Core i5-5200U,CPU,2015-03-01,14.0,15.0,148.0,1870.0,2200.0,Intel,Intel
3531,Intel Core i3-5157U,CPU,2015-03-01,14.0,28.0,148.0,1870.0,2500.0,Intel,Intel
3532,Intel Core i7-5600U,CPU,2015-03-01,14.0,15.0,148.0,1870.0,2600.0,Intel,Intel
3533,Intel Celeron 3755U,CPU,2015-03-01,14.0,15.0,148.0,1870.0,1700.0,Intel,Intel
3534,Intel Pentium 3805U,CPU,2015-03-01,14.0,15.0,148.0,1870.0,1900.0,Intel,Intel
3535,NVIDIA GeForce 910M,GPU,2015-03-13,28.0,33.0,87.0,1020.0,641.0,TSMC,NVIDIA
3536,NVIDIA GeForce 930A,GPU,2015-03-13,28.0,33.0,87.0,1020.0,928.0,TSMC,NVIDIA
3537,NVIDIA GeForce 920A,GPU,2015-03-13,28.0,33.0,87.0,1020.0,954.0,TSMC,NVIDIA
3538,NVIDIA GeForce GTX 960M,GPU,2015-03-13,28.0,75.0,148.0,1870.0,1097.0,TSMC,NVIDIA
3539,AMD Radeon R9 270 1024SP,GPU,2015-03-13,28.0,150.0,212.0,2800.0,900.0,TSMC,AMD
3540,NVIDIA GeForce GTX 950M,GPU,2015-03-13,28.0,75.0,148.0,1870.0,993.0,TSMC,NVIDIA
3541,NVIDIA GeForce 940M,GPU,2015-03-13,28.0,33.0,148.0,1870.0,1072.0,TSMC,NVIDIA
3542,NVIDIA GeForce GTX 960A,GPU,2015-03-13,28.0,75.0,148.0,1870.0,1029.0,TSMC,NVIDIA
3543,NVIDIA GeForce 945A,GPU,2015-03-13,28.0,33.0,148.0,1870.0,1006.0,TSMC,NVIDIA
3544,NVIDIA GeForce GTX 950A,GPU,2015-03-13,28.0,75.0,148.0,1870.0,993.0,TSMC,NVIDIA
3545,NVIDIA GeForce GTX 950M Mac Edition,GPU,2015-03-13,28.0,75.0,148.0,1870.0,993.0,TSMC,NVIDIA
3546,NVIDIA GeForce 940A,GPU,2015-03-13,28.0,33.0,148.0,1870.0,1072.0,TSMC,NVIDIA
3547,NVIDIA GeForce 920M,GPU,2015-03-13,28.0,33.0,87.0,1020.0,954.0,TSMC,NVIDIA
3548,NVIDIA GeForce 940A,GPU,2015-03-13,28.0,33.0,87.0,1020.0,1029.0,TSMC,NVIDIA
3549,NVIDIA GeForce 940M,GPU,2015-03-13,28.0,75.0,148.0,1870.0,1020.0,TSMC,NVIDIA
3550,NVIDIA GeForce 930M,GPU,2015-03-13,28.0,33.0,148.0,1870.0,928.0,TSMC,NVIDIA
3551,NVIDIA GeForce GTX TITAN X,GPU,2015-03-17,28.0,250.0,601.0,8000.0,1000.0,TSMC,NVIDIA
3552,NVIDIA GeForce 710A,GPU,2015-03-21,28.0,45.0,118.0,1270.0,810.0,TSMC,NVIDIA
3553,NVIDIA GeForce 820M,GPU,2015-03-21,28.0,45.0,118.0,1270.0,810.0,TSMC,NVIDIA
3554,NVIDIA Quadro M6000,GPU,2015-03-21,28.0,250.0,601.0,8000.0,988.0,TSMC,NVIDIA
3555,NVIDIA GeForce 810M,GPU,2015-03-21,28.0,45.0,118.0,1270.0,835.0,TSMC,NVIDIA
3556,Intel HD Graphics 405,GPU,2015-04-01,14.0,6.0,118.0,1270.0,200.0,Intel,Intel
3557,Intel HD Graphics 400,GPU,2015-04-01,14.0,6.0,118.0,1270.0,320.0,Intel,Intel
3558,Intel HD Graphics,GPU,2015-04-01,14.0,6.0,118.0,1270.0,500.0,Intel,Intel
3559,NVIDIA GeForce GT 730 OEM,GPU,2015-04-09,28.0,64.0,118.0,1270.0,902.0,TSMC,NVIDIA
3560,NVIDIA GeForce GT 710 OEM,GPU,2015-04-09,28.0,81.35998107852413,87.0,1020.0,797.0,TSMC,NVIDIA
3561,NVIDIA GeForce GT 740 OEM,GPU,2015-04-14,28.0,65.0,221.0,2540.0,1050.0,TSMC,NVIDIA
3562,NVIDIA GeForce GT 740 OEM,GPU,2015-04-14,28.0,65.0,221.0,2540.0,1006.0,TSMC,NVIDIA
3563,AMD FirePro W4170M,GPU,2015-04-23,28.0,81.35998107852413,77.0,950.0,825.0,TSMC,AMD
3564,AMD Radeon R9 M375X,GPU,2015-05-05,28.0,81.35998107852413,123.0,1500.0,925.0,TSMC,AMD
3565,AMD Radeon R5 310 OEM,GPU,2015-05-05,40.0,35.0,67.0,370.0,775.0,TSMC,AMD
3566,AMD Radeon R7 350 OEM,GPU,2015-05-05,28.0,65.0,77.0,950.0,1000.0,TSMC,AMD
3567,AMD Radeon R7 M340,GPU,2015-05-05,28.0,81.35998107852413,125.0,1550.0,943.0,TSMC,AMD
3568,AMD Radeon R5 330 OEM,GPU,2015-05-05,28.0,50.0,56.0,690.0,830.0,TSMC,AMD
3569,AMD Radeon R7 M380,GPU,2015-05-05,28.0,81.35998107852413,123.0,1500.0,900.0,TSMC,AMD
3570,AMD Radeon R9 M390X,GPU,2015-05-05,28.0,75.0,366.0,5000.0,723.0,TSMC,AMD
3571,AMD Radeon R7 M365X,GPU,2015-05-05,28.0,81.35998107852413,56.0,690.0,900.0,TSMC,AMD
3572,AMD Radeon R9 M370X Mac Edition,GPU,2015-05-05,28.0,81.35998107852413,123.0,1500.0,775.0,TSMC,AMD
3573,AMD Radeon R7 340 OEM,GPU,2015-05-05,28.0,50.0,77.0,950.0,730.0,TSMC,AMD
3574,AMD Radeon R7 350X OEM,GPU,2015-05-05,28.0,65.0,77.0,950.0,1000.0,TSMC,AMD
3575,AMD Radeon R5 340 OEM,GPU,2015-05-05,28.0,65.0,77.0,950.0,730.0,TSMC,AMD
3576,AMD Radeon R9 380 OEM,GPU,2015-05-05,28.0,190.0,366.0,5000.0,918.0,TSMC,AMD
3577,AMD Radeon R9 M395 Mac Edition,GPU,2015-05-05,28.0,250.0,366.0,5000.0,834.0,TSMC,AMD
3578,AMD Radeon R9 M365X,GPU,2015-05-05,28.0,81.35998107852413,123.0,1500.0,900.0,TSMC,AMD
3579,AMD Radeon R9 M390 Mac Edition,GPU,2015-05-05,28.0,80.0,212.0,2800.0,958.0,TSMC,AMD
3580,AMD Radeon R9 M375,GPU,2015-05-05,28.0,81.35998107852413,123.0,1500.0,1000.0,TSMC,AMD
3581,AMD Radeon R9 M380,GPU,2015-05-05,28.0,81.35998107852413,160.0,2080.0,900.0,TSMC,AMD
3582,AMD Radeon R7 M360,GPU,2015-05-05,28.0,81.35998107852413,125.0,1550.0,1100.0,TSMC,AMD
3583,AMD Radeon R7 M370,GPU,2015-05-05,28.0,81.35998107852413,56.0,690.0,900.0,TSMC,AMD
3584,AMD Radeon R9 M360,GPU,2015-05-05,28.0,81.35998107852413,123.0,1500.0,900.0,TSMC,AMD
3585,AMD Radeon R5 M320,GPU,2015-05-05,28.0,81.35998107852413,56.0,690.0,780.0,TSMC,AMD
3586,AMD Radeon R5 310 OEM,GPU,2015-05-05,40.0,35.0,67.0,370.0,875.0,TSMC,AMD
3587,AMD Radeon R9 370,GPU,2015-05-05,28.0,110.0,212.0,2800.0,925.0,TSMC,AMD
3588,AMD Radeon R5 340X OEM,GPU,2015-05-05,28.0,65.0,77.0,950.0,900.0,TSMC,AMD
3589,AMD Radeon R5 M330,GPU,2015-05-05,28.0,18.0,56.0,690.0,955.0,TSMC,AMD
3590,AMD Radeon R9 M395X,GPU,2015-05-05,28.0,75.0,366.0,5000.0,723.0,TSMC,AMD
3591,AMD Radeon R5 M315,GPU,2015-05-05,28.0,81.35998107852413,125.0,1550.0,970.0,TSMC,AMD
3592,AMD Radeon R7 A360,GPU,2015-05-05,28.0,81.35998107852413,125.0,1550.0,1100.0,TSMC,AMD
3593,AMD Radeon R9 M395X Mac Edition,GPU,2015-05-05,28.0,250.0,366.0,5000.0,909.0,TSMC,AMD
3594,AMD Radeon R9 M385X,GPU,2015-05-05,28.0,81.35998107852413,160.0,2080.0,1000.0,TSMC,AMD
3595,AMD Radeon R7 340 OEM,GPU,2015-05-05,28.0,50.0,77.0,950.0,730.0,TSMC,AMD
3596,AMD Radeon R7 M350,GPU,2015-05-05,28.0,81.35998107852413,125.0,1550.0,1000.0,TSMC,AMD
3597,AMD Radeon R9 M385,GPU,2015-05-05,28.0,81.35998107852413,160.0,2080.0,900.0,TSMC,AMD
3598,AMD Radeon R9 360 OEM,GPU,2015-05-05,28.0,85.0,160.0,2080.0,1000.0,TSMC,AMD
3599,AMD Radeon R9 M380 Mac Edition,GPU,2015-05-05,28.0,81.35998107852413,160.0,2080.0,900.0,TSMC,AMD
3600,Intel Core i7-5775C,CPU,2015-05-15,14.0,65.0,160.0,2080.0,3300.0,Intel,Intel
3601,Intel Core i5-5675C,CPU,2015-05-15,14.0,65.0,160.0,2080.0,3100.0,Intel,Intel
3602,AMD A10-7870K,CPU,2015-05-28,28.0,95.0,246.0,1178.0,3900.0,Unknown,AMD
3603,Intel Xeon E7-8867 v3,CPU,2015-06-01,22.0,165.0,160.0,1400.0,2500.0,Intel,Intel
3604,Intel Xeon E7-8890 v3,CPU,2015-06-01,22.0,165.0,160.0,1400.0,2500.0,Intel,Intel
3605,Intel Xeon E7-4830 v3,CPU,2015-06-01,22.0,115.0,160.0,1400.0,2100.0,Intel,Intel
3606,Intel Xeon E7-8860 v3,CPU,2015-06-01,22.0,140.0,160.0,1400.0,2200.0,Intel,Intel
3607,Intel Xeon E7-8870 v3,CPU,2015-06-01,22.0,140.0,160.0,1400.0,2100.0,Intel,Intel
3608,Intel Xeon E7-8893 v3,CPU,2015-06-01,22.0,140.0,160.0,1400.0,3200.0,Intel,Intel
3609,Intel Xeon E7-8891 v3,CPU,2015-06-01,22.0,165.0,160.0,1400.0,2800.0,Intel,Intel
3610,Intel Xeon E7-4820 v3,CPU,2015-06-01,22.0,115.0,160.0,1400.0,1900.0,Intel,Intel
3611,Intel Xeon E7-4809 v3,CPU,2015-06-01,22.0,115.0,160.0,1400.0,2000.0,Intel,Intel
3612,Intel Xeon E7-8880 v3,CPU,2015-06-01,22.0,150.0,160.0,1400.0,2300.0,Intel,Intel
3613,Intel Xeon E7-4850 v3,CPU,2015-06-01,22.0,115.0,160.0,1400.0,2200.0,Intel,Intel
3614,Intel Xeon E7-8880L v3,CPU,2015-06-01,22.0,115.0,160.0,1400.0,2000.0,Intel,Intel
3615,NVIDIA GeForce GTX 980 Ti,GPU,2015-06-02,28.0,250.0,601.0,8000.0,1000.0,TSMC,NVIDIA
3616,Intel Xeon E3-1285 v4,CPU,2015-06-02,14.0,95.0,160.0,1400.0,3500.0,Intel,Intel
3617,AMD Radeon R8 M365DX,GPU,2015-06-03,28.0,81.35998107852413,125.0,1550.0,900.0,TSMC,AMD
3618,AMD Radeon R9 370 1024SP,GPU,2015-06-12,28.0,150.0,212.0,2800.0,925.0,TSMC,AMD
3619,AMD Radeon R9 390X,GPU,2015-06-18,28.0,275.0,438.0,6200.0,1050.0,TSMC,AMD
3620,AMD Radeon R9 390,GPU,2015-06-18,28.0,275.0,438.0,6200.0,1000.0,TSMC,AMD
3621,AMD Radeon R9 380,GPU,2015-06-18,28.0,190.0,366.0,5000.0,970.0,TSMC,AMD
3622,AMD Radeon R7 360 896SP,GPU,2015-06-18,28.0,85.0,160.0,2080.0,1100.0,TSMC,AMD
3623,AMD Radeon R7 360,GPU,2015-06-18,28.0,100.0,160.0,2080.0,1000.0,TSMC,AMD
3624,AMD Radeon R7 370,GPU,2015-06-18,28.0,110.0,212.0,2800.0,925.0,TSMC,AMD
3625,AMD Radeon R9 FURY X,GPU,2015-06-24,28.0,275.0,596.0,8900.0,1050.0,TSMC,AMD
3626,NVIDIA Quadro M5000,GPU,2015-06-29,28.0,150.0,398.0,5200.0,861.0,TSMC,NVIDIA
3627,NVIDIA Quadro M4000,GPU,2015-06-29,28.0,120.0,398.0,5200.0,773.0,TSMC,NVIDIA
3628,Intel Core i7-6700,CPU,2015-07-01,14.0,65.0,398.0,5200.0,3400.0,Intel,Intel
3629,Intel Core i5-6400,CPU,2015-07-02,14.0,65.0,177.0,5200.0,2700.0,Intel,Intel
3630,Intel Core i5-6600,CPU,2015-07-02,14.0,65.0,177.0,5200.0,3300.0,Intel,Intel
3631,Intel Core i5-6600K,CPU,2015-07-02,14.0,95.0,177.0,5200.0,3500.0,Intel,Intel
3632,Intel Core i5-6500,CPU,2015-07-02,14.0,65.0,177.0,5200.0,3200.0,Intel,Intel
3633,AMD FirePro S9170,GPU,2015-07-08,28.0,275.0,438.0,6200.0,930.0,TSMC,AMD
3634,AMD Radeon R9 FURY,GPU,2015-07-10,28.0,275.0,596.0,8900.0,1000.0,TSMC,AMD
3635,Intel Core i7-6700K,CPU,2015-08-01,14.0,95.0,596.0,8900.0,4000.0,Intel,Intel
3636,NVIDIA Quadro M3000M,GPU,2015-08-18,28.0,75.0,398.0,5200.0,1050.0,TSMC,NVIDIA
3637,NVIDIA Quadro M4000M,GPU,2015-08-18,28.0,100.0,398.0,5200.0,975.0,TSMC,NVIDIA
3638,NVIDIA Quadro M600M,GPU,2015-08-18,28.0,30.0,148.0,1870.0,837.0,TSMC,NVIDIA
3639,NVIDIA Quadro M5000M,GPU,2015-08-18,28.0,100.0,398.0,5200.0,975.0,TSMC,NVIDIA
3640,NVIDIA Quadro M1000M,GPU,2015-08-18,28.0,40.0,148.0,1870.0,993.0,TSMC,NVIDIA
3641,NVIDIA GeForce GTX 950,GPU,2015-08-20,28.0,90.0,228.0,2940.0,1024.0,TSMC,NVIDIA
3642,NVIDIA GeForce 845M,GPU,2015-08-26,28.0,33.0,228.0,2940.0,1071.0,TSMC,NVIDIA
3643,AMD Radeon R9 Nano,GPU,2015-08-27,28.0,175.0,596.0,8900.0,1000.0,TSMC,AMD
3644,AMD Radeon R9 370X,GPU,2015-08-27,28.0,180.0,212.0,2800.0,980.0,TSMC,AMD
3645,NVIDIA GRID M60-4A,GPU,2015-08-30,28.0,225.0,398.0,5200.0,557.0,TSMC,NVIDIA
3646,NVIDIA Tesla M6,GPU,2015-08-30,28.0,100.0,398.0,5200.0,930.0,TSMC,NVIDIA
3647,NVIDIA Tesla M60,GPU,2015-08-30,28.0,300.0,398.0,5200.0,557.0,TSMC,NVIDIA
3648,NVIDIA GRID M60-8Q,GPU,2015-08-30,28.0,225.0,398.0,5200.0,557.0,TSMC,NVIDIA
3649,NVIDIA GRID M60-2Q,GPU,2015-08-30,28.0,225.0,398.0,5200.0,557.0,TSMC,NVIDIA
3650,NVIDIA GRID M60-1Q,GPU,2015-08-30,28.0,225.0,398.0,5200.0,557.0,TSMC,NVIDIA
3651,NVIDIA GRID M6-8Q,GPU,2015-08-30,28.0,100.0,398.0,5200.0,722.0,TSMC,NVIDIA
3652,Intel Core i3-6100,CPU,2015-09-01,14.0,51.0,150.0,1400.0,3700.0,Intel,Intel
3653,Intel Celeron G3900,CPU,2015-09-01,14.0,51.0,150.0,1400.0,2800.0,Intel,Intel
3654,Intel Pentium G4520,CPU,2015-09-01,14.0,51.0,150.0,1400.0,3600.0,Intel,Intel
3655,Intel Pentium G4500,CPU,2015-09-01,14.0,51.0,150.0,1400.0,3500.0,Intel,Intel
3656,Intel HD Graphics 510,GPU,2015-09-01,14.0,15.0,150.0,1400.0,350.0,Intel,Intel
3657,Intel Core i7-6700T,CPU,2015-09-01,14.0,35.0,150.0,1400.0,2800.0,Intel,Intel
3658,Intel Celeron G3920,CPU,2015-09-01,14.0,51.0,150.0,1400.0,2900.0,Intel,Intel
3659,Intel HD Graphics P530,GPU,2015-09-01,14.0,15.0,123.0,1400.0,350.0,Intel,Intel
3660,Intel Iris Pro Graphics P580,GPU,2015-09-01,14.0,15.0,123.0,1400.0,350.0,Intel,Intel
3661,Intel HD Graphics 520,GPU,2015-09-01,14.0,15.0,123.0,1400.0,300.0,Intel,Intel
3662,Intel Core i7-6700TE,CPU,2015-09-01,14.0,35.0,123.0,1400.0,2400.0,Intel,Intel
3663,Intel Iris Pro Graphics P555,GPU,2015-09-01,14.0,15.0,123.0,1400.0,350.0,Intel,Intel
3664,Intel HD Graphics 530,GPU,2015-09-01,14.0,15.0,123.0,1400.0,350.0,Intel,Intel
3665,Intel Iris Pro Graphics P580,GPU,2015-09-01,14.0,15.0,123.0,1400.0,350.0,Intel,Intel
3666,Intel Iris Graphics 550,GPU,2015-09-01,14.0,15.0,123.0,1400.0,300.0,Intel,Intel
3667,Intel Core i3-6300,CPU,2015-09-01,14.0,51.0,150.0,1400.0,3800.0,Intel,Intel
3668,Intel HD Graphics 515,GPU,2015-09-01,14.0,15.0,123.0,1400.0,300.0,Intel,Intel
3669,Intel Pentium G4400,CPU,2015-09-01,14.0,51.0,150.0,1400.0,3300.0,Intel,Intel
3670,Intel Iris Pro Graphics 580,GPU,2015-09-01,14.0,15.0,150.0,1400.0,350.0,Intel,Intel
3671,Intel HD Graphics 510,GPU,2015-09-01,14.0,15.0,150.0,1400.0,300.0,Intel,Intel
3672,Intel HD Graphics 500,GPU,2015-09-01,14.0,6.0,150.0,1400.0,200.0,Intel,Intel
3673,Intel Iris Graphics 540,GPU,2015-09-01,14.0,15.0,150.0,1400.0,300.0,Intel,Intel
3674,Intel HD Graphics 530,GPU,2015-09-01,14.0,15.0,123.0,1400.0,350.0,Intel,Intel
3675,Intel Core i3-6320,CPU,2015-09-01,14.0,51.0,150.0,1400.0,3900.0,Intel,Intel
3676,AMD Radeon R9 390 X2,GPU,2015-09-03,28.0,580.0,438.0,6200.0,1000.0,TSMC,AMD
3677,NVIDIA GeForce GTX 980 Mobile,GPU,2015-09-21,28.0,81.35998107852413,398.0,5200.0,1064.0,TSMC,NVIDIA
3678,AMD Radeon E8870,GPU,2015-09-29,28.0,75.0,160.0,2080.0,1000.0,TSMC,AMD
3679,AMD Radeon E8950,GPU,2015-09-29,28.0,95.0,366.0,5000.0,735.0,TSMC,AMD
3680,AMD Radeon E6465,GPU,2015-09-29,40.0,25.0,67.0,370.0,600.0,TSMC,AMD
3681,AMD FirePro W5130M,GPU,2015-10-02,28.0,81.35998107852413,123.0,1500.0,900.0,TSMC,AMD
3682,AMD FirePro W7170M,GPU,2015-10-02,28.0,100.0,366.0,5000.0,723.0,TSMC,AMD
3683,Intel Xeon E3-1280 v5,CPU,2015-10-19,14.0,80.0,160.0,1400.0,3700.0,Intel,Intel
3684,AMD Radeon R5 A335,GPU,2015-10-21,28.0,81.35998107852413,56.0,690.0,1070.0,TSMC,AMD
3685,AMD Radeon R5 A330,GPU,2015-10-21,28.0,81.35998107852413,56.0,690.0,1030.0,TSMC,AMD
3686,AMD Radeon R5 M335,GPU,2015-10-21,28.0,81.35998107852413,56.0,690.0,1070.0,TSMC,AMD
3687,NVIDIA GeForce 945M,GPU,2015-10-27,28.0,75.0,148.0,1870.0,928.0,TSMC,NVIDIA
3688,NVIDIA NVS 810,GPU,2015-11-04,28.0,68.0,148.0,1870.0,902.0,TSMC,NVIDIA
3689,AMD Radeon R6 Mobile Graphics,GPU,2015-11-07,28.0,15.0,125.0,1200.0,200.0,GF,AMD
3690,AMD Radeon R5 Mobile Graphics,GPU,2015-11-07,28.0,15.0,125.0,1200.0,200.0,GF,AMD
3691,NVIDIA Tesla M4,GPU,2015-11-10,28.0,50.0,228.0,2940.0,872.0,TSMC,NVIDIA
3692,NVIDIA Tesla M40,GPU,2015-11-10,28.0,250.0,601.0,8000.0,948.0,TSMC,NVIDIA
3693,AMD FirePro W6150M,GPU,2015-11-12,28.0,81.35998107852413,160.0,2080.0,1075.0,TSMC,AMD
3694,AMD FirePro W4190M,GPU,2015-11-12,28.0,81.35998107852413,77.0,950.0,825.0,TSMC,AMD
3695,AMD Radeon R7 Mobile Graphics,GPU,2015-11-15,28.0,15.0,125.0,1200.0,200.0,GF,AMD
3696,NVIDIA GeForce GTX 750 GM206,GPU,2015-11-17,28.0,81.35998107852413,228.0,2940.0,1087.0,TSMC,NVIDIA
3697,AMD Radeon R9 380X,GPU,2015-11-19,28.0,190.0,366.0,5000.0,970.0,TSMC,AMD
3698,NVIDIA GeForce GTX 960 OEM,GPU,2015-11-26,28.0,81.35998107852413,228.0,2940.0,1176.0,TSMC,NVIDIA
3699,NVIDIA GeForce GTX 960 OEM,GPU,2015-11-26,28.0,81.35998107852413,398.0,5200.0,924.0,TSMC,NVIDIA
3700,AMD FirePro W4300,GPU,2015-12-01,28.0,50.0,160.0,2080.0,930.0,TSMC,AMD
3701,NVIDIA Quadro M2000M,GPU,2015-12-03,28.0,55.0,148.0,1870.0,1029.0,TSMC,NVIDIA
3702,AMD Radeon R7 M260X,GPU,2015-12-06,28.0,81.35998107852413,77.0,950.0,620.0,TSMC,AMD
3703,AMD Radeon R7 M340,GPU,2015-12-06,28.0,81.35998107852413,77.0,950.0,620.0,TSMC,AMD
3704,AMD Radeon R6 M335DX,GPU,2015-12-12,28.0,81.35998107852413,56.0,690.0,955.0,TSMC,AMD
3705,AMD Radeon R8 M350DX,GPU,2015-12-12,28.0,81.35998107852413,56.0,690.0,955.0,TSMC,AMD
3706,AMD Radeon R6 M340DX,GPU,2015-12-12,28.0,81.35998107852413,56.0,690.0,955.0,TSMC,AMD
3707,AMD FX-6330,CPU,2015-12-15,32.0,125.0,315.0,1200.0,3600.0,Unknown,AMD
3708,AMD Radeon R7 360E,GPU,2015-12-30,28.0,75.0,160.0,2080.0,1050.0,TSMC,AMD
3709,NVIDIA GeForce GTX 965M,GPU,2016-01-01,28.0,81.35998107852413,228.0,2940.0,935.0,TSMC,NVIDIA
3710,AMD Radeon R5 M430,GPU,2016-01-01,28.0,81.35998107852413,56.0,690.0,780.0,TSMC,AMD
3711,NVIDIA GeForce 940MX,GPU,2016-01-01,28.0,23.0,56.0,690.0,1004.0,TSMC,NVIDIA
3712,AMD Radeon R5 M445,GPU,2016-01-01,28.0,81.35998107852413,125.0,1550.0,920.0,TSMC,AMD
3713,NVIDIA Jetson TX2 GPU,GPU,2016-01-01,16.0,15.0,125.0,1550.0,854.0,TSMC,NVIDIA
3714,AMD Radeon R5 M465,GPU,2016-01-01,28.0,81.35998107852413,125.0,1550.0,1000.0,TSMC,AMD
3715,NVIDIA GeForce 940MX,GPU,2016-01-01,28.0,23.0,125.0,1550.0,954.0,TSMC,NVIDIA
3716,NVIDIA GeForce GTX 950 OEM,GPU,2016-01-01,28.0,81.35998107852413,228.0,2940.0,937.0,TSMC,NVIDIA
3717,AMD A10-7890K,CPU,2016-01-11,28.0,95.0,246.0,1178.0,4000.0,Unknown,AMD
3718,AMD Opteron A1170,CPU,2016-01-14,28.0,32.0,246.0,1178.0,2000.0,Unknown,AMD
3719,AMD Opteron A1150,CPU,2016-01-14,28.0,32.0,246.0,1178.0,1700.0,Unknown,AMD
3720,AMD Opteron A1120,CPU,2016-01-14,28.0,25.0,246.0,1178.0,1700.0,Unknown,AMD
3721,Intel Core i5-6350HQ,CPU,2016-01-24,14.0,45.0,246.0,1178.0,2300.0,Intel,Intel
3722,NVIDIA GeForce GT 710,GPU,2016-01-26,40.0,29.0,79.0,292.0,810.0,TSMC,NVIDIA
3723,AMD FirePro S7150 x2,GPU,2016-02-01,28.0,265.0,366.0,5000.0,1050.0,TSMC,AMD
3724,AMD FirePro S7150,GPU,2016-02-01,28.0,150.0,366.0,5000.0,920.0,TSMC,AMD
3725,NVIDIA GeForce 930MX,GPU,2016-03-01,28.0,17.0,366.0,5000.0,952.0,TSMC,NVIDIA
3726,NVIDIA GeForce GTX 950 Low Power,GPU,2016-03-01,28.0,75.0,228.0,2940.0,1026.0,TSMC,NVIDIA
3727,NVIDIA Quadro M6000 24 GB,GPU,2016-03-05,28.0,250.0,601.0,8000.0,988.0,TSMC,NVIDIA
3728,NVIDIA GeForce 920MX,GPU,2016-03-25,28.0,16.0,601.0,8000.0,965.0,TSMC,NVIDIA
3729,AMD FirePro S9300 X2,GPU,2016-03-31,28.0,300.0,596.0,8900.0,975.0,TSMC,AMD
3730,NVIDIA GeForce GT 610 OEM,GPU,2016-04-02,40.0,29.0,116.0,585.0,701.0,TSMC,NVIDIA
3731,NVIDIA Tesla P100 SXM2,GPU,2016-04-05,16.0,300.0,610.0,15300.0,1328.0,TSMC,NVIDIA
3732,NVIDIA Tesla P100 DGXS,GPU,2016-04-05,16.0,300.0,610.0,15300.0,1328.0,TSMC,NVIDIA
3733,NVIDIA Quadro M2000,GPU,2016-04-08,28.0,75.0,228.0,2940.0,796.0,TSMC,NVIDIA
3734,NVIDIA Quadro M5500 Mobile,GPU,2016-04-08,28.0,150.0,398.0,5200.0,1140.0,TSMC,NVIDIA
3735,NVIDIA GeForce 945M,GPU,2016-04-08,28.0,23.0,398.0,5200.0,1006.0,TSMC,NVIDIA
3736,AMD Radeon Pro Duo,GPU,2016-04-26,28.0,350.0,596.0,8900.0,1000.0,TSMC,AMD
3737,NVIDIA Quadro M500M,GPU,2016-04-27,28.0,30.0,596.0,8900.0,1029.0,TSMC,NVIDIA
3738,AMD Radeon R8 M445DX,GPU,2016-05-15,28.0,81.35998107852413,125.0,1550.0,780.0,TSMC,AMD
3739,AMD Radeon R9 M485X,GPU,2016-05-15,28.0,250.0,366.0,5000.0,723.0,TSMC,AMD
3740,AMD Radeon R9 M470X,GPU,2016-05-15,28.0,81.35998107852413,160.0,2080.0,1000.0,TSMC,AMD
3741,AMD Radeon R5 M435,GPU,2016-05-15,28.0,81.35998107852413,56.0,690.0,780.0,TSMC,AMD
